; Additional mappings into pw headwords
; hw <space> ptr(s)
; ----------------------------------------------------------
; 02-16-2020.   Additional pointers for prefixed verb forms  mapping into verbs.
akz	nirakz,samakz
sarp	samprasfp
sarp	visarp
sarp	visfp
sarp	anuvisarp
sarp	anuvisfp
sarp	saMsarp
sarp	saMsfp
sarp	anusaMsarp
sarp	anusaMsfp
sarp	upasaMsarp
sarp	upasaMsfp
sarp	visaMsarp
sarp	visaMsfp
sas	visas
sah	aBisah
sah	utsah
sah	aByutsah
sah	protsah
sah	nisah
sah	nissah
sah	parisah
sah	prasah
sah	aBiprasah
sah	samprasah
sah	pratisah
sah	visah
sah	saMsah
sA	aBisA
sA	aBiso
sA	avasA
sA	avaso
sA	aDyavasA
sA	aDyavaso
sA	anvavasA
sA	anvavaso
sA	udavasA
sA	udavaso
sA	aByudavasA
sA	aByudavaso
sA	upAvasA
sA	upAvaso
sA	niravasA
sA	niravaso
sA	prAvasA
sA	prAvaso
sA	pratyavasA
sA	pratyavaso
sA	vyavasA
sA	vyavaso
sA	anuvyavasA
sA	anuvyavaso
sA	saMvyavasA
sA	saMvyavaso
sA	samavasA
sA	samavaso
sA	nisA
sA	niso
sA	pariRisA
sA	pariRiso
sA	praRisA
sA	praRiso
sA	parisA
sA	pariso
sA	prasA
sA	praso
sA	visA
sA	viso
sA	saMsA
sA	saMso
sAD	anusAD
sAD	upasAD
sAD	parisAD
sAD	prasAD
sAD	samprasAD
sAD	saMsAD
sAntvay	aBisAntvay
sAntvay	aBisAntv
si	atisi
si	Asi
si	utsi
si	prasi
sic	anvatisic
sic	vyatisic
sic	aDisic
sic	anusic
sic	apasic
sic	aBisic
sic	anvaBisic
sic	apABisic
sic	samaBisic
sic	avasic
sic	Asic
sic	anvAsic
sic	aByAsic
sic	avAsic
sic	aBiparyAsic
sic	pratyAsic
sic	vyAsic
sic	samAsic
sic	aBisamAsic
sic	utsic
sic	aByutsic
sic	protsic
sic	vyutsic
sic	samutsic
sic	upasic
sic	nisic
sic	parinisic
sic	saMnisic
sic	nissic
sic	parAsic
sic	parisic
sic	anuparisic
sic	prasic
sic	samprasic
sic	pratisic
sic	visic
sic	anuvisic
sic	saMsic
siD	anusiD
siD	apasiD
siD	aBisiD
siD	avasiD
siD	AsiD
siD	vyAsiD
siD	utsiD
siD	samutsiD
siD	upasiD
siD	nisiD
siD	nissiD
siD	parAsiD
siD	parisiD
siD	prasiD
siD	pratisiD
siD	vipratisiD
siD	sampratisiD
siD	visiD
siD	samprasiD
siD	saMsiD
siv	vyatisiv
siv	anusiv
siv	aBisiv
siv	Asiv
siv	utsiv
siv	nisiv
siv	parisiv
siv	prasiv
siv	pratisiv
siv	visiv
siv	saMsiv
su	aDisu
su	aBisu
su	atyaBisu
su	Asu
su	utsu
su	nissu
su	parisu
su	prasu
su	visu
su	saMsu
su	aBisaMsu
sU	anusU
sU	apasU
sU	aBisU
sU	AsU
sU	utsU
sU	nisU
sU	nissU
sU	parAsU
sU	parisU
sU	aDiprasU
sU	aBiprasU
sU	pratiprasU
sU	visU
sU	prasU
sU	anuprasU
sU	saMsU
sUcay	aBisUcay
sUcay	aBisUc
sUtray	AsUtray
sUtray	AsUtr
sUtray	samAsUtray
sUtray	samAsUtr
sUtray	visUtray
sUtray	visUtr
sUd	aBisUd
sUd	nisUd
sUd	vinisUd
sUd	prasUd
sev	atisev
sev	vyatisev
sev	anusev
sev	aBisev
sev	Asev
sev	pratyAsev
sev	samAsev
sev	upasev
sev	aByupasev
sev	samupasev
sev	nisev
sev	upanisev
sev	parinisev
sev	saMnisev
sev	parisev
sev	pratisev
sev	visev
sev	saMsev
skad	atiskad
skad	atiskand
skad	aDiskad
skad	aDiskand
skad	anuskad
skad	anuskand
skad	aBiskad
skad	aBiskand
skad	pratyaBiskad
skad	pratyaBiskand
skad	avaskad
skad	avaskand
skad	aByavaskad
skad	aByavaskand
skad	paryavaskad
skad	paryavaskand
skad	pratyavaskad
skad	pratyavaskand
skad	samavaskad
skad	samavaskand
skad	Askad
skad	Askand
skad	samAskad
skad	samAskand
skad	utskad
skad	utskand
skad	upaskad
skad	upaskand
skad	pariskad
skad	pariskand
skad	praskad
skad	praskand
skad	aBipraskad
skad	aBipraskand
skad	viskad
skad	viskand
skad	saMskad
skad	saMskand
skaB	apaskaB
skaB	AskaB
skaB	upaskaB
skaB	niskaB
skaB	pratiskaB
skaBAy	aBiskaBAy
skaBAy	aBiskaB
skaBAy	viskaBAy
skaBAy	viskaB
sku	avasku
sku	Asku
sku	nisku
sku	pratisku
skund	praskund
skuB	viskuB
skuB	viskumB
sKal	apasKal
sKal	parisKal
sKal	prasKal
sKal	pratisKal
sKal	visKal
sKal	saMsKal
stan	aBizwan
stan	nisstan
stan	aBinisstan
stan	parinisstan
stan	vinisstan
stan	prastan
stan	vizwan
staB	anustaB
staB	apastaB
staB	aBizwaB
staB	avastaB
staB	paryavastaB
staB	samavastaB
staB	utstaB
staB	pratyutstaB
staB	upastaB
staB	samupastaB
staB	nizwaB
staB	parAstaB
staB	parizwaB
staB	prastaB
staB	pratizwaB
staB	vizwaB
staB	anuvizwaB
staB	saMstaB
staB	aBisaMstaB
staB	parisaMstaB
staB	pratisaMstaB
staBAy	upastaBAy
staBAy	upastaB
staBAy	vizwaBAy
staBAy	vizwaB
star	anustar
star	anustf
star	aBizwar
star	aBizwf
star	avastar
star	avastf
star	samavastar
star	samavastf
star	Astar
star	Astf
star	upAstar
star	upAstf
star	prAstar
star	prAstf
star	pratyAstar
star	pratyAstf
star	samAstar
star	samAstf
star	upastar
star	upastf
star	nizwar
star	nizwf
star	nisstar
star	nisstf
star	parizwar
star	parizwf
star	prastar
star	prastf
star	anuprastar
star	anuprastf
star	aBiprastar
star	aBiprastf
star	upaprastar
star	upaprastf
star	vizwar
star	vizwf
star	ativizwar
star	ativizwf
star	anuvizwar
star	anuvizwf
star	avizwar
star	avizwf
star	pravizwar
star	pravizwf
star	saMstar
star	saMstf
star	aBisaMstar
star	aBisaMstf
star	parisaMstar
star	parisaMstf
stiG	atizwiG
stiG	prastiG
stu	atizwu
stu	anustu
stu	aBizwu
stu	samaBizwu
stu	Astu
stu	upastu
stu	nizwu
stu	parizwu
stu	prastu
stu	aBiprastu
stu	samprastu
stu	pratizwu
stu	vizwu
stu	saMstu
stu	aBisaMstu
stu	parisaMstu
stuB	anustuB
stuB	aBizwuB
stuB	vyavastuB
stuB	AstuB
stuB	nizwuB
stuB	parizwuB
stuB	prastuB
stuB	pratizwuB
stuB	vizwuB
stuB	saMstuB
styA	nizwyA
styA	nizwyE
styA	prastyA
styA	prastyE
styA	saMstyA
styA	saMstyE
sTA	atisTA
sTA	vyatisTA
sTA	aDisTA
sTA	samaDisTA
sTA	anusTA
sTA	samanusTA
sTA	apasTA
sTA	apisTA
sTA	aBisTA
sTA	samaBisTA
sTA	avasTA
sTA	anvavasTA
sTA	aByavasTA
sTA	paryavasTA
sTA	pratyavasTA
sTA	vyavasTA
sTA	samavasTA
sTA	AsTA
sTA	anvAsTA
sTA	udAsTA
sTA	upAsTA
sTA	samupAsTA
sTA	prAsTA
sTA	pratyAsTA
sTA	vyAsTA
sTA	anuvyAsTA
sTA	samAsTA
sTA	utTA
sTA	aDyutTA
sTA	anUtsTA
sTA	aByutTA
sTA	samaByutTA
sTA	upotsTA
sTA	paryutTA
sTA	protsTA
sTA	pratyutTA
sTA	vyutTA
sTA	samutTA
sTA	upasTA
sTA	anUpasTA
sTA	aByupasTA
sTA	paryupasTA
sTA	pratyupasTA
sTA	samupasTA
sTA	nisTA
sTA	parinisTA
sTA	nissTA
sTA	parinissTA
sTA	parisTA
sTA	prasTA
sTA	atiprasTA
sTA	anuprasTA
sTA	aBiprasTA
sTA	pratiprasTA
sTA	viprasTA
sTA	samprasTA
sTA	pratisTA
sTA	anupratisTA
sTA	aBipratisTA
sTA	sampratisTA
sTA	visTA
sTA	anuvisTA
sTA	aBivisTA
sTA	upavisTA
sTA	saMsTA
sTA	anusaMsTA
sTA	aBisaMsTA
sTA	upasaMsTA
sTA	parisaMsTA
sTA	pratisaMsTA
sTA	visaMsTA
snA	apasnA
snA	aBisnA
snA	AsnA
snA	utsnA
snA	nisnA
snA	prasnA
snA	pratisnA
snA	visnA
snA	saMsnA
snih	aBisnih
snih	upasnih
snih	saMsnih
snu	prasnu
snu	avaprasnu
snu	vyatiprasnu
spand	Aspand
spand	upaspand
spand	nispand
spand	aBinispand
spand	parispand
spand	praspand
spand	vispand
spand	saMspand
spar	apaspar
spar	apaspf
spar	avaspar
spar	avaspf
spar	Aspar
spar	Aspf
spar	nisspar
spar	nisspf
spar	vispar
spar	vispf
sparD	aDisparD
sparD	parisparD
sparD	prasparD
sparD	pratisparD
sparD	visparD
sparD	saMsparD
sparS	aDisparS
sparS	aDispfS
sparS	anusparS
sparS	anuspfS
sparS	apasparS
sparS	apaspfS
sparS	aBisparS
sparS	aBispfS
sparS	AsparS
sparS	AspfS
sparS	utsparS
sparS	utspfS
sparS	upasparS
sparS	upaspfS
sparS	pratyupasparS
sparS	pratyupaspfS
sparS	samupasparS
sparS	samupaspfS
sparS	nisparS
sparS	nispfS
sparS	parisparS
sparS	parispfS
sparS	saMsparS
sparS	saMspfS
sparS	anusaMsparS
sparS	anusaMspfS
sparS	aBisaMsparS
sparS	aBisaMspfS
sparS	parisaMsparS
sparS	parisaMspfS
spaS	anuspaS
spaS	pratispaS
spaS	vispaS
spaS	saMspaS
spUrD	praspUrD
spUrD	praspfD
spfhay	saMspfhay
spfhay	saMspfh
sPar	nissPar
sPar	parisPar
sPar	visPar
sPal	AsPal
sPal	visPal
sPal	saMsPal
sPAy	AsPAy
sPAy	parisPAy
sPAy	visPAy
sPAy	saMsPAy
sPuw	AsPuw
sPuw	parisPuw
sPuw	prasPuw
sPuw	visPuw
sPuw	saMsPuw
sPur	anusPur
sPur	apasPur
sPur	vyapasPur
sPur	avasPur
sPur	nisPur
sPur	nissPur
sPur	parisPur
sPur	prasPur
sPur	pratisPur
sPur	visPur
sPur	saMsPur
sPUrj	aBisPUrj
sPUrj	avasPUrj
sPUrj	visPUrj
smar	anusmar
smar	anusmf
smar	pratyanusmar
smar	pratyanusmf
smar	samanusmar
smar	samanusmf
smar	apasmar
smar	apasmf
smar	upasmar
smar	upasmf
smar	nismar
smar	nismf
smar	vinismar
smar	vinismf
smar	prasmar
smar	prasmf
smar	pratismar
smar	pratismf
smar	vismar
smar	vismf
smar	saMsmar
smar	saMsmf
smar	anusaMsmar
smar	anusaMsmf
smar	aBisaMsmar
smar	aBisaMsmf
smi	aBismi
smi	avasmi
smi	utsmi
smi	aByutsmi
smi	upasmi
smi	parismi
smi	prasmi
smi	vismi
smi	anuvismi
smi	saMsmi
syad	acCasyad
syad	acCasyand
syad	atisyad
syad	atisyand
syad	anusyad
syad	anusyand
syad	aBisyad
syad	aBisyand
syad	samaBisyad
syad	samaBisyand
syad	avasyad
syad	avasyand
syad	aByavasyad
syad	aByavasyand
syad	Asyad
syad	Asyand
syad	upAsyad
syad	upAsyand
syad	upasyad
syad	upasyand
syad	nisyad
syad	nisyand
syad	aBinisyad
syad	aBinisyand
syad	nissyad
syad	nissyand
syad	parisyad
syad	parisyand
syad	prasyad
syad	prasyand
syad	pariprasyad
syad	pariprasyand
syad	visyad
syad	visyand
syad	anuvisyad
syad	anuvisyand
syad	aBivisyad
syad	aBivisyand
syad	saMsyad
syad	saMsyand
syad	anusaMsyad
syad	anusaMsyand
sraMs	atisraMs
sraMs	avasraMs
sraMs	vyavasraMs
sraMs	AsraMs
sraMs	utsraMs
sraMs	parisraMs
sraMs	prasraMs
sraMs	visraMs
sraMs	anuvisraMs
srA	prasrA
srA	prasrE
sru	atisru
sru	samatisru
sru	aDisru
sru	aBisru
sru	avasru
sru	anvavasru
sru	vyavasru
sru	samavasru
sru	Asru
sru	upasru
sru	nisru
sru	vinisru
sru	nissru
sru	anuparAsru
sru	parisru
sru	anuparisru
sru	prasru
sru	aBiprasru
sru	avaprasru
sru	samprasru
sru	visru
sru	saMsru
sru	aBisaMsru
svaj	aBisvaj
svaj	nisvaj
svaj	parisvaj
svaj	aBiparisvaj
svaj	saMparisvaj
svaj	visvaj
svaj	saMsvaj
svad	Asvad
svad	samAsvad
svad	pratisvad
svad	saMsvad
svan	aDisvan
svan	anusvan
svan	avasvan
svan	Asvan
svan	nisvan
svan	nissvan
svan	parisvan
svan	prasvan
svan	pratisvan
svan	visvan
svap	anusvap
svap	avasvap
svap	dussvap
svap	nisvap
svap	nissvap
svap	prasvap
svap	aBiprasvap
svap	samprasvap
svap	pratisvap
svap	visvap
svap	saMsvap
svar	atisvar
svar	atisvf
svar	anusvar
svar	anusvf
svar	samanusvar
svar	samanusvf
svar	aBisvar
svar	aBisvf
svar	avasvar
svar	avasvf
svar	upasvar
svar	upasvf
svar	nisvar
svar	nisvf
svar	nissvar
svar	nissvf
svar	parisvar
svar	parisvf
svar	prasvar
svar	prasvf
svar	pratisvar
svar	pratisvf
svar	saMsvar
svar	saMsvf
svar	aBisaMsvar
svar	aBisaMsvf
svar	pratyAsvar
svar	pratyAsvf
svid	Asvid
svid	utsvid
svid	upasvid
svid	parisvid
svid	prasvid
svid	saMsvid
had	upahad
han	atihan
han	vyatihan
han	anuhan
han	antarhan
han	apahan
han	vyapahan
han	apihan
han	aBihan
han	samaBihan
han	avahan
han	aDyavahan
han	anvavahan
han	aByavahan
han	pratyavahan
han	Ahan
han	apAhan
han	aByAhan
han	udAhan
han	upAhan
han	nirAhan
han	pratyAhan
han	vyAhan
han	samAhan
han	udhan
han	upodhan
han	samudhan
han	upahan
han	samupahan
han	nihan
han	aBinihan
han	upanihan
han	pariRihan
han	praRihan
han	pratinihan
han	vinihan
han	saMnihan
han	nirhan
han	atinirhan
han	aDinirhan
han	parinirhan
han	vinirhan
han	parAhan
han	parihan
han	aBiparihan
han	prahan
han	aBiprahan
han	niprahan
han	nizprahan
han	viprahan
han	pratihan
han	sampratihan
han	vihan
han	anuvihan
han	Avihan
han	pravihan
han	prativihan
han	samhan
han	aBisamhan
han	pratisamhan
han	visamhan
har	atihar
har	atihf
har	aByatihar
har	aByatihf
har	pratyatihar
har	pratyatihf
har	vyatihar
har	vyatihf
har	aDihar
har	aDihf
har	anuhar
har	anuhf
har	vyapahar
har	vyapahf
har	aBihar
har	aBihf
har	pratyaBihar
har	pratyaBihf
har	avahar
har	avahf
har	anvavahar
har	anvavahf
har	aByavahar
har	aByavahf
har	upAvahar
har	upAvahf
har	aByupAvahar
har	aByupAvahf
har	pratyavahar
har	pratyavahf
har	vyavahar
har	vyavahf
har	saMvyavahar
har	saMvyavahf
har	samavahar
har	samavahf
har	Ahar
har	Ahf
har	atyAhar
har	atyAhf
har	aDyAhar
har	aDyAhf
har	anvAhar
har	anvAhf
har	samanvAhar
har	samanvAhf
har	apyAhar
har	apyAhf
har	aByAhar
har	aByAhf
har	udAhar
har	udAhf
har	anUdAhar
har	anUdAhf
har	aByudAhar
har	aByudAhf
har	upodAhar
har	upodAhf
har	pratyudAhar
har	pratyudAhf
har	samudAhar
har	samudAhf
har	upAhar
har	upAhf
har	aByupAhar
har	aByupAhf
har	pratyupAhar
har	pratyupAhf
har	samupAhar
har	samupAhf
har	upanyAhar
har	upanyAhf
har	paryAhar
har	paryAhf
har	pratiparyAhar
har	pratiparyAhf
har	pratyAhar
har	pratyAhf
har	vyAhar
har	vyAhf
har	ativyAhar
har	ativyAhf
har	anuvyAhar
har	anuvyAhf
har	apavyAhar
har	apavyAhf
har	aBivyAhar
har	aBivyAhf
har	samaBivyAhar
har	samaBivyAhf
har	anusamaBivyAhar
har	anusamaBivyAhf
har	pravyAhar
har	pravyAhf
har	samAhar
har	samAhf
har	anusamAhar
har	anusamAhf
har	aBisamAhar
har	aBisamAhf
har	upasamAhar
har	upasamAhf
har	udhar
har	udhf
har	aDyudhar
har	aDyudhf
har	anUdhar
har	anUdhf
har	apodhar
har	apodhf
har	aByudhar
har	aByudhf
har	samaByudhar
har	samaByudhf
har	upodhar
har	upodhf
har	prodhar
har	prodhf
har	pratyudhar
har	pratyudhf
har	vyudhar
har	vyudhf
har	samudhar
har	samudhf
har	upahar
har	upahf
har	aByupahar
har	aByupahf
har	pratyupahar
har	pratyupahf
har	samupahar
har	samupahf
har	nihar
har	nihf
har	aBinihar
har	aBinihf
har	nirhar
har	nirhf
har	aBinirhar
har	aBinirhf
har	upanirhar
har	upanirhf
har	vinirhar
har	vinirhf
har	parAhar
har	parAhf
har	pratiparAhar
har	pratiparAhf
har	parihar
har	parihf
har	anuparihar
har	anuparihf
har	aBiparihar
har	aBiparihf
har	viparihar
har	viparihf
har	saMparihar
har	saMparihf
har	prahar
har	prahf
har	anuprahar
har	anuprahf
har	aBiprahar
har	aBiprahf
har	pratiprahar
har	pratiprahf
har	samprahar
har	samprahf
har	pratihar
har	pratihf
har	vihar
har	vihf
har	aBivihar
har	aBivihf
har	parivihar
har	parivihf
har	sampravihar
har	sampravihf
har	saMvihar
har	saMvihf
har	anusamhar
har	anusamhf
har	aBisamhar
har	aBisamhf
har	upasamhar
har	upasamhf
har	samupasamhar
har	samupasamhf
har	pratisamhar
har	pratisamhf
hary	aBihary
hary	Ahary
hary	pratihary
hary	vihary
harz	anuharz
harz	anuhfz
harz	aBiharz
harz	aBihfz
harz	samaBiharz
harz	samaBihfz
harz	avaharz
harz	avahfz
harz	Aharz
harz	Ahfz
harz	vyAharz
harz	vyAhfz
harz	udharz
harz	udhfz
harz	prodharz
harz	prodhfz
harz	samudharz
harz	samudhfz
harz	niharz
harz	nihfz
harz	pariharz
harz	parihfz
harz	praharz
harz	prahfz
harz	sampraharz
harz	samprahfz
harz	pratiharz
harz	pratihfz
harz	viharz
harz	vihfz
harz	samharz
harz	samhfz
harz	parisamharz
harz	parisamhfz
harz	pratisamharz
harz	pratisamhfz
has	atihas
has	vyatihas
has	apahas
has	aBihas
has	vyaBihas
has	avahas
has	vyavahas
has	samavahas
has	udhas
has	upahas
has	parihas
has	prahas
has	aBiprahas
has	samaBiprahas
has	samprahas
has	vihas
has	saMvihas
hA	atihA
hA	anuhA
hA	apahA
hA	aBihA
hA	udhA
hA	atyudhA
hA	anUdhA
hA	aByudhA
hA	prodhA
hA	pratyudhA
hA	samudhA
hA	upahA
hA	nihA
hA	nirhA
hA	parAhA
hA	prahA
hA	atiprahA
hA	aBiprahA
hA	vihA
hA	samhA
hA	parisamhA
hA	pratisamhA
hA	vyapahA
hA	apihA
hA	avahA
hA	vyavahA
hA	samavahA
hA	AhA
hA	apAhA
hA	parihA
hA	viprahA
hA	samprahA
hA	pratihA
hA	pravihA
hA	prativihA
hi	apahi
hi	apihi
hi	Ahi
hi	parihi
hi	prahi
hi	anuprahi
hi	aBiprahi
hi	upaprahi
hi	pratiprahi
hi	samprahi
hi	samhi
hiMs	vyatihiMs
hiMs	avahiMs
hiMs	AhiMs
hiMs	upahiMs
hiMs	nihiMs
hiMs	pratihiMs
hiMs	vihiMs
hiRq	AhiRq
hiRq	anvAhiRq
hiRq	parihiRq
hIq	nihIq
hu	aDihu
hu	apahu
hu	aBihu
hu	avahu
hu	Ahu
hu	udhu
hu	aByudhu
hu	upahu
hu	nirhu
hu	prahu
hu	pratihu
hu	samhu
hu	sAmAhu
hUrC	anuhUrC
hUrC	vihUrC
heW	viheW
hel	avahel
hel	avahil
hel	vihel
hel	vihil
hez	aBihez
hnu	apahnu
hnu	apihnu
hnu	nihnu
hnu	atinihnu
hnu	apanihnu
hnu	aBinihnu
hnu	vinihnu
hnu	parihnu
hnu	vihnu
hmal	apahmal
hmal	vihmal
hras	apahras
hras	nirhras
hras	prahras
hras	pratihras
hrAd	anuhrAd
hrAd	nihrAd
hrAd	nirhrAd
hrAd	prahrAd
hrAd	samhrAd
hrI	samhrI
hru	aBihru
hru	parihru
hru	vihru
hlAd	AhlAd
hlAd	prahlAd
hlAd	samhlAd
hvar	aBihvar
hvar	aBihvf
hvar	avahvar
hvar	avahvf
hvar	Ahvar
hvar	Ahvf
hvar	upahvar
hvar	upahvf
hvar	samupahvar
hvar	samupahvf
hvar	parihvar
hvar	parihvf
hvar	prahvar
hvar	prahvf
hvar	pratihvar
hvar	pratihvf
hvar	vihvar
hvar	vihvf
hvar	samhvar
hvar	samhvf
hval	parihval
hval	prahval
hval	vihval
hval	parivihval
hval	saMvihval
hvA	atihvA
hvA	atihve
hvA	anuhvA
hvA	anuhve
hvA	aBihvA
hvA	aBihve
hvA	prABihvA
hvA	prABihve
hvA	avahvA
hvA	avahve
hvA	AhvA
hvA	Ahve
hvA	atyAhvA
hvA	atyAhve
hvA	anvAhvA
hvA	anvAhve
hvA	aByAhvA
hvA	aByAhve
hvA	upAhvA
hvA	upAhve
hvA	paryAhvA
hvA	paryAhve
hvA	pratyAhvA
hvA	pratyAhve
hvA	vyAhvA
hvA	vyAhve
hvA	samAhvA
hvA	samAhve
hvA	udhvA
hvA	udhve
hvA	upahvA
hvA	upahve
hvA	paryupahvA
hvA	paryupahve
hvA	pratyupahvA
hvA	pratyupahve
hvA	samupahvA
hvA	samupahve
hvA	nihvA
hvA	nihve
hvA	nirhvA
hvA	nirhve
hvA	parihvA
hvA	parihve
hvA	prahvA
hvA	prahve
hvA	pratiprahvA
hvA	pratiprahve
hvA	pratihvA
hvA	pratihve
hvA	vihvA
hvA	vihve
hvA	samhvA
hvA	samhve
