; Additional mappings into pw headwords
; hw <space> ptr(s)
; ----------------------------------------------------------
; 02-16-2020.   Additional pointers for prefixed verb forms  mapping into verbs.
akz	nirakz,samakz
gar	udgF
gar	pratyudgar
gar	pratyudgF
gar	samudgar
gar	samudgF
gar	nigar
gar	nigF
gar	nirgar
gar	nirgF
garj	atigarj
garj	anugarj
garj	aBigarj
garj	samaBigarj
garj	udgarj
garj	parigarj
garj	pragarj
garj	sampragarj
garj	pratigarj
garj	vigarj
garj	samgarj
garD	anugarD
garD	anugfD
garD	aBigarD
garD	aBigfD
garD	pragarD
garD	pragfD
garD	pratigarD
garD	pratigfD
garh	avagarh
garh	nigarh
garh	parigarh
garh	vigarh
gal	avagal
gal	Agal
gal	paryAgal
gal	samAgal
gal	udgal
gal	nigal
gal	nirgal
gal	parigal
gal	pragal
gal	vigal
gal	pravigal
gavez	parigavez
gA	acCagA
gA	atigA
gA	vyatigA
gA	aDigA
gA	anugA
gA	samanugA
gA	antargA
gA	apagA
gA	apigA
gA	aBigA
gA	avagA
gA	anvavagA
gA	samaByavagA
gA	anuvyavagA
gA	AgA
gA	anvAgA
gA	aByAgA
gA	samaByAgA
gA	udAgA
gA	upAgA
gA	paryAgA
gA	anuparyAgA
gA	udgA
gA	aByudgA
gA	pratyudgA
gA	upagA
gA	nigA
gA	nirgA
gA	parAgA
gA	parigA
gA	anuparigA
gA	viparigA
gA	pragA
gA	apapragA
gA	upapragA
gA	pratigA
gA	vigA
gA	samgA
gA	prodgA
gA	aBipragA
gA	vipragA
gA	sampragA
gAh	atigAh
gAh	aBigAh
gAh	avagAh
gAh	aByavagAh
gAh	vyavagAh
gAh	samAgAh
gAh	udgAh
gAh	upagAh
gAh	pragAh
gAh	aBipragAh
gAh	sampragAh
gAh	pratigAh
gAh	vigAh
gAh	pravigAh
gAh	samgAh
gu	pratigu
gu	vigu
guYj	samudguYj
guRay	anuguRay
guRay	anuguRaya
guRay	pariguRay
guRay	pariguRaya
guRay	praguRay
guRay	praguRaya
guRay	samguRay
guRay	samguRaya
guRW	avaguRW
guRW	samavaguRW
guRW	AguRW
guRW	pariguRW
gup	aDigup
gup	anugup
gup	aBigup
gup	upagup
gup	nirgup
gup	parigup
gup	pratigup
gup	vigup
gup	samgup
gup	aBisamgup
gur	atigur
gur	apagur
gur	aBigur
gur	avagur
gur	Agur
gur	udgur
gur	pragur
guh	apaguh
guh	samaBiguh
guh	avaguh
guh	samavaguh
guh	udguh
guh	upaguh
guh	samupaguh
guh	niguh
guh	viniguh
guh	pariguh
guh	viguh
guh	samguh
gfBAy	anugfBAy
gfBAy	anugfBAya
gfBAy	samAgfBAy
gfBAy	samAgfBAya
gfBAy	udgfBAy
gfBAy	udgfBAya
gfBAy	pratigfBAy
gfBAy	pratigfBAya
gfBAy	samgfBAy
gfBAy	samgfBAya
gfBAy	AsamgfBAy
gfBAy	AsamgfBAya
gopay	aBigopay
gopay	aBigopaya
gopay	pragopay
gopay	pragopaya
gopay	samgopay
gopay	samgopaya
gopAy	aBigopAy
gopAy	aBigopAya
gopAy	parigopAy
gopAy	parigopAya
graT	anugraT
graT	AgraT
graT	udgraT
graT	samudgraT
graT	upagraT
graT	nigraT
graT	pragraT
graT	vigraT
graT	samgraT
graB	atigraB
graB	atigrah
graB	anugraB
graB	anugrah
graB	samanugraB
graB	samanugrah
graB	apagraB
graB	apagrah
graB	apigraB
graB	apigrah
graB	aBigraB
graB	aBigrah
graB	avagraB
graB	avagrah
graB	pratyavagraB
graB	pratyavagrah
graB	vyavagraB
graB	vyavagrah
graB	AgraB
graB	Agrah
graB	upAgraB
graB	upAgrah
graB	samAgraB
graB	samAgrah
graB	udgraB
graB	udgrah
graB	upodgraB
graB	upodgrah
graB	pratyudgraB
graB	pratyudgrah
graB	samudgraB
graB	samudgrah
graB	upagraB
graB	upagrah
graB	nigraB
graB	nigrah
graB	upanigraB
graB	upanigrah
graB	pratinigraB
graB	pratinigrah
graB	vinigraB
graB	vinigrah
graB	saMnigraB
graB	saMnigrah
graB	nirgraB
graB	nirgrah
graB	pratinirgraB
graB	pratinirgrah
graB	parigraB
graB	parigrah
graB	saMparigraB
graB	saMparigrah
graB	pragraB
graB	pragrah
graB	paripragraB
graB	paripragrah
graB	pratipragraB
graB	pratipragrah
graB	sampragraB
graB	sampragrah
graB	pratigraB
graB	pratigrah
graB	upapratigraB
graB	upapratigrah
graB	sampratigraB
graB	sampratigrah
graB	vigraB
graB	vigrah
graB	samgraB
graB	samgrah
graB	anusamgraB
graB	anusamgrah
graB	apisamgraB
graB	apisamgrah
graB	aBisamgraB
graB	aBisamgrah
graB	upasamgraB
graB	upasamgrah
graB	pratisamgraB
graB	pratisamgrah
graB	sahagraB
graB	sahagrah
gras	aBigras
gras	Agras
gras	upagras
gras	parigras
gras	pragras
gras	samgras
glA	avaglA
glA	avaglE
glA	pariglA
glA	pariglE
glA	aBipariglA
glA	aBipariglE
glA	praglA
glA	praglE
Gaw	apaGaw
Gaw	AGaw
Gaw	udGaw
Gaw	samudGaw
Gaw	pariGaw
Gaw	praGaw
Gaw	viGaw
Gaw	samGaw
Gaww	anuGaww
Gaww	avaGaww
Gaww	AGaww
Gaww	udGaww
Gaww	upaGaww
Gaww	pariGaww
Gaww	viGaww
Gaww	pariviGaww
Gaww	samGaww
Gar	aBiGar
Gar	pratyaBiGar
Gar	AGar
Gar	prAGar
Gar	vyAGar
Gar	viGar
Garz	avaGarz
Garz	avaGfz
Garz	AGarz
Garz	AGfz
Garz	udGarz
Garz	udGfz
Garz	samudGarz
Garz	samudGfz
Garz	niGarz
Garz	niGfz
Garz	saMniGarz
Garz	saMniGfz
Garz	nirGarz
Garz	nirGfz
Garz	pariGarz
Garz	pariGfz
Garz	praGarz
Garz	praGfz
Garz	sampraGarz
Garz	sampraGfz
Garz	viGarz
Garz	viGfz
Garz	samGarz
Garz	samGfz
Gas	apiGas
Gas	udGas
Gas	niGas
Gas	praGas
Gas	viGas
GAtay	aBiGAtay
GAtay	aBiGAtaya
GAtay	avaGAtay
GAtay	avaGAtaya
GAtay	vyAGAtay
GAtay	vyAGAtaya
GAtay	upodGAtay
GAtay	upodGAtaya
GAtay	niGAtay
GAtay	niGAtaya
GAtay	nirGAtay
GAtay	nirGAtaya
GAtay	pratiGAtay
GAtay	pratiGAtaya
GAtay	viGAtay
GAtay	viGAtaya
Guw	avaGuw
Guw	vyAGuw
Guz	anuGuz
Guz	avaGuz
Guz	AGuz
Guz	vyAGuz
Guz	udGuz
Guz	prodGuz
Guz	upaGuz
Guz	nirGuz
Guz	pariGuz
Guz	praGuz
Guz	viGuz
Guz	udviGuz
Guz	samGuz
Guz	parisamGuz
Guz	niGuz
GUrR	avaGUrR
GUrR	AGUrR
GUrR	vyAGUrR
GUrR	viGUrR
GrA	anuGrA
GrA	aBiGrA
GrA	avaGrA
GrA	AGrA
GrA	upAGrA
GrA	samupAGrA
GrA	vyAGrA
GrA	samAGrA
GrA	udGrA
GrA	upaGrA
GrA	samupaGrA
GrA	pariGrA
GrA	viGrA
GrA	samGrA
cak	utcak
cak	pracak
cakAs	saMcakAs
cakz	anucakz
cakz	aBicakz
cakz	avacakz
cakz	Acakz
cakz	anvAcakz
cakz	aByAcakz
cakz	udAcakz
cakz	nirAcakz
cakz	pratyAcakz
cakz	vyAcakz
cakz	samAcakz
cakz	paricakz
cakz	pracakz
cakz	aBipracakz
cakz	sampracakz
cakz	praticakz
cakz	vicakz
cakz	aBivicakz
cakz	udvicakz
cakz	pravicakz
cakz	saMcakz
cakz	avasaMcakz
cakz	parisaMcakz
cakz	prasaMcakz
caw	utcaw
caw	vicaw
cat	niscat
cat	pracat
cat	vicat
cam	Acam
cam	anvAcam
cam	paryAcam
cam	samAcam
cam	vicam
car	acCacar
car	aticar
car	vyaticar
car	aDicar
car	anucar
car	antarcar
car	apacar
car	aBicar
car	pratyaBicar
car	vyaBicar
car	avacar
car	anvavacar
car	aByavacar
car	Acar
car	aDyAcar
car	aByAcar
car	udAcar
car	aByudAcar
car	samudAcar
car	upAcar
car	samupAcar
car	upanyAcar
car	paryAcar
car	samAcar
car	anusamAcar
car	utcar
car	aByutcar
car	protcar
car	pratyutcar
car	vyutcar
car	anuvyutcar
car	samutcar
car	upacar
car	duScar
car	nicar
car	niscar
car	viniscar
car	parAcar
car	paricar
car	saMparicar
car	pracar
car	sampracar
car	praticar
car	vicar
car	anuvicar
car	aBivicar
car	parivicar
car	pravicar
car	sampravicar
car	anusaMvicar
car	saMcar
car	anusaMcar
car	aBisaMcar
car	upasaMcar
car	parisaMcar
car	pratisaMcar
car	visaMcar
caraRy	AcaraRy
caraRy	AcaraRya
caraRy	utcaraRy
caraRy	utcaraRya
carc	vicarc
cart	aticart
cart	aticft
cart	avacart
cart	avacft
cart	Acart
cart	Acft
cart	upacart
cart	upacft
cart	nicart
cart	nicft
cart	niscart
cart	niscft
cart	paricart
cart	paricft
cart	pracart
cart	pracft
cart	vicart
cart	vicft
cart	saMcart
cart	saMcft
cal	Acal
cal	utcal
cal	protcal
cal	samutcal
cal	nical
cal	parical
cal	pracal
cal	sampracal
cal	vical
cal	anuvical
cal	pravical
cal	saMcal
cAy	apacAy
cAy	nicAy
ci	aDici
ci	anuci
ci	apaci
ci	avaci
ci	Aci
ci	anvAci
ci	avAci
ci	samAci
ci	utci
ci	aByutci
ci	samutci
ci	upaci
ci	samupaci
ci	nici
ci	pariRici
ci	saMnici
ci	parici
ci	praci
ci	sampraci
ci	vici
ci	saMvici
ci	saMci
ci	aBisaMci
ci	parisaMci
ci	nisci
ci	aBinisci
ci	parinisci
ci	vinisci
ci	pravici
cit	anucit
cit	apacit
cit	Acit
cit	pracit
cit	atipracit
cit	vicit
cit	pravicit
cit	saMcit
citray	utcitray
citray	utcitraya
citrIy	aticitrIy
citrIy	aticitrIya
cint	anucint
cint	samanucint
cint	aBicint
cint	vyAcint
cint	niscint
cint	paricint
cint	saMparicint
cint	pracint
cint	vipracint
cint	praticint
cint	vicint
cint	anuvicint
cint	pravicint
cint	saMvicint
cint	saMcint
cint	anusaMcint
cint	aBisaMcint
cihnay	aBicihnay
cihnay	aBicihnaya
cud	aBicud
cud	nicud
cud	paricud
cud	pracud
cud	aBipracud
cud	sampracud
cud	praticud
cud	saMcud
cup	nicup
cup	pracup
cumb	vyaticumb
cumb	utcumb
cumb	paricumb
cumb	vicumb
cUrRay	avacUrRay
cUrRay	avacUrR
cUrRay	vinicUrRay
cUrRay	vinicUrR
cUrRay	pracUrRay
cUrRay	pracUrR
cUz	AcUz
cUz	saMcUz
cezw	aticezw
cezw	Acezw
cezw	samAcezw
cezw	paricezw
cezw	vicezw
cezw	pravicezw
cezw	saMcezw
cyu	apacyu
cyu	Acyu
cyu	utcyu
cyu	upacyu
cyu	niscyu
cyu	paricyu
cyu	pracyu
cyu	atipracyu
cyu	anupracyu
cyu	aBipracyu
cyu	sampracyu
cyu	praticyu
cyu	vicyu
cyu	saMcyu
Cad	anuCad
Cad	apacCad
Cad	aBicCad
Cad	samaBicCad
Cad	avacCad
Cad	samavacCad
Cad	ACad
Cad	samACad
Cad	utCad
Cad	apotCad
Cad	samutCad
Cad	upacCad
Cad	samupacCad
Cad	paricCad
Cad	pracCad
Cad	vipracCad
Cad	praticCad
Cad	vicCad
Cad	saMCad
Card	ACard
Card	ACfd
Card	pracCard
Card	pracCfd
Calay	upacCalay
Calay	upacCal
CA	anuCA
CA	anuCo
CA	avacCA
CA	avacCo
CA	ACA
CA	ACo
CA	pracCA
CA	pracCo
Cid	aticCid
Cid	antarCid
Cid	apacCid
Cid	samapacCid
Cid	avacCid
Cid	paryavacCid
Cid	vyavacCid
Cid	ACid
Cid	avACid
Cid	upACid
Cid	samACid
Cid	utCid
Cid	vyutCid
Cid	samutCid
Cid	paricCid
Cid	viparicCid
Cid	pracCid
Cid	saMpracCid
Cid	praticCid
Cid	vicCid
Cid	saMCid
Cuw	ACuw
Cuq	pracCuq
Cur	avacCur
Cur	ACur
Cur	vicCur
jakz	apajakz
jakz	parijakz
jakz	prajakz
jakz	pratijakz
jakz	vijakz
jan	vyatijan
jan	aDijan
jan	anujan
jan	samanujan
jan	apajan
jan	apijan
jan	aBijan
jan	samaBijan
jan	avajan
jan	Ajan
jan	udAjan
jan	pratyAjan
jan	udjan
jan	upajan
jan	samupajan
jan	nirjan
jan	parijan
jan	prajan
jan	anuprajan
jan	apaprajan
jan	aBiprajan
jan	upaprajan
jan	praprajan
jan	samprajan
jan	pratijan
jan	vijan
jan	samjan
jan	aBisamjan
jan	upasamjan
jan	pratisamjan
jap	aBijap
jap	Ajap
jap	upajap
jap	parijap
jap	prajap
jap	pratijap
jap	samjap
jaB	aBijaB
jar	anujar
jar	anujf
jar	nirjar
jar	nirjf
jar	parijar
jar	parijf
jar	prajar
jar	prajf
jar	samjar
jar	samjf
jalp	vyatijalp
jalp	anujalp
jalp	aBijalp
jalp	upajalp
jalp	parijalp
jalp	prajalp
jalp	pratijalp
jalp	vijalp
jalp	samjalp
jas	udjas
jas	prodjas
jas	nijas
ji	atiji
ji	vyatiji
ji	aDiji
ji	anuji
ji	apaji
ji	aBiji
ji	pratyaBiji
ji	avaji
ji	Aji
ji	udji
ji	anUdji
ji	aByudji
ji	upaji
ji	nirji
ji	aBinirji
ji	parinirji
ji	pratinirji
ji	vinirji
ji	parAji
ji	pariji
ji	praji
ji	pratiji
ji	viji
ji	samji
jinv	Ajinv
jinv	prajinv
jinv	upaprajinv
jIv	atijIv
jIv	anujIv
jIv	AjIv
jIv	udjIv
jIv	aByudjIv
jIv	pratyudjIv
jIv	upajIv
jIv	prajIv
jIv	pratijIv
jIv	vijIv
jIv	samjIv
jIv	pratisamjIv
juz	anujuz
juz	aBijuz
juz	avajuz
juz	samAjuz
juz	upajuz
juz	nirjuz
juz	prajuz
juz	pratijuz
juz	samjuz
jU	apijU
jU	prajU
jUrv	nijUrv
jUrv	samjUrv
jeh	vijeh
jYA	atijYA
jYA	anujYA
jYA	aByanujYA
jYA	pratyaByanujYA
jYA	pratyanujYA
jYA	samanujYA
jYA	apajYA
jYA	aBijYA
jYA	pratyaBijYA
jYA	samaBijYA
jYA	avajYA
jYA	AjYA
jYA	aByAjYA
jYA	samAjYA
jYA	upajYA
jYA	samupajYA
jYA	praRijYA
jYA	nirjYA
jYA	vinirjYA
jYA	parijYA
jYA	prajYA
jYA	anuprajYA
jYA	aBiprajYA
jYA	pratiprajYA
jYA	samprajYA
jYA	pratijYA
jYA	sampratijYA
jYA	vijYA
jYA	aBivijYA
jYA	pravijYA
jYA	prativijYA
jYA	saMvijYA
jYA	samjYA
jYA	aBisamjYA
jYA	pratisamjYA
jyA	aDijyA
jyA	upajyA
jyA	parijyA
jyA	prajyA
jyut	avajyut
jramB	avajramB
jramB	avajfmB
jramB	aBijramB
jramB	aBijfmB
jramB	vyAjramB
jramB	vyAjfmB
jramB	udjramB
jramB	udjfmB
jramB	samudjramB
jramB	samudjfmB
jramB	parijramB
jramB	parijfmB
jramB	prajramB
jramB	prajfmB
jramB	vijramB
jramB	vijfmB
jramB	pravijramB
jramB	pravijfmB
jramB	samjramB
jramB	samjfmB
jri	upajri
jri	parijri
jvar	prajvar
jvar	samjvar
jvar	anusamjvar
jvar	aBisamjvar
jval	apajval
jval	aBijval
jval	avajval
jval	aByavajval
jval	udjval
jval	prodjval
jval	samudjval
jval	upajval
jval	prajval
jval	atiprajval
jval	aBiprajval
jval	samprajval
jval	pratijval
jval	aBivijval
jval	samjval
Jaw	udJaw
waNkay	utwaNkay
waNkay	utwaNk
waNkay	niswaNkay
waNkay	niswaNk
waNkay	viwaNkay
waNkay	viwaNk
wIk	AwIk
wIk	utwIk
qamb	viqamb
qI	atiqI
qI	aBiqI
qI	avaqI
qI	uqqI
qI	proqqI
qI	niqI
qI	nirqI
qI	parAqI
qI	pariqI
qI	praqI
qI	viqI
qI	samqI
qI	avasamqI
QOk	upaQOk
taMs	aBitaMs
taMs	AtaMs
taMs	upataMs
taMs	nistaMs
taMs	parAtaMs
taMs	vitaMs
tak	nistak
tak	paritak
tak	pratak
takz	anutakz
takz	apatakz
takz	avatakz
takz	Atakz
takz	nistakz
takz	pratakz
takz	vitakz
takz	saMtakz
taNk	prataNk
taYc	AtaYc
taYc	aByAtaYc
taYc	upAtaYc
taq	aBitaq
taq	avataq
taq	Ataq
taq	paritaq
taq	prataq
taq	vitaq
taq	saMtaq
tan	atitan
tan	vyatitan
tan	aDitan
tan	anutan
tan	apatan
tan	aBitan
tan	avatan
tan	aByavatan
tan	Atan
tan	anvAtan
tan	aByAtan
tan	udAtan
tan	paryAtan
tan	pratyAtan
tan	vyAtan
tan	samAtan
tan	uttan
tan	nitan
tan	atinistan
tan	paritan
tan	pratan
tan	aBipratan
tan	vitan
tan	anuvitan
tan	aBivitan
tan	Avitan
tan	pravitan
tan	saMtan
tan	anusaMtan
tan	aBisaMtan
tan	upasaMtan
tan	parisaMtan
tap	atitap
tap	anutap
tap	apratyanutap
tap	samanutap
tap	aBitap
tap	avatap
tap	Atap
tap	aByAtap
tap	uttap
tap	upatap
tap	samupatap
tap	nitap
tap	nistap
tap	vinistap
tap	paritap
tap	viparitap
tap	pratap
tap	aBipratap
tap	asampratap
tap	pratitap
tap	vitap
tap	pravitap
tap	saMtap
tap	atisaMtap
tap	aBisaMtap
tap	parisaMtap
tam	avatam
tam	Atam
tam	uttam
tam	nitam
tam	paritam
tam	pratam
tam	atipratam
tam	saMtam
tar	atitar
tar	atitF
tar	vyatitar
tar	vyatitF
tar	anutar
tar	anutF
tar	apatar
tar	apatF
tar	aBitar
tar	aBitF
tar	avatar
tar	avatF
tar	samavatar
tar	samavatF
tar	Atar
tar	AtF
tar	aByAtar
tar	aByAtF
tar	uttar
tar	uttF
tar	aByuttar
tar	aByuttF
tar	prottar
tar	prottF
tar	pratyuttar
tar	pratyuttF
tar	samuttar
tar	samuttF
tar	upatar
tar	upatF
tar	nitar
tar	nitF
tar	nistar
tar	nistF
tar	paritar
tar	paritF
tar	pratar
tar	pratF
tar	aBipratar
tar	aBipratF
tar	upapratar
tar	upapratF
tar	vipratar
tar	vipratF
tar	sampratar
tar	sampratF
tar	pratitar
tar	pratitF
tar	vitar
tar	vitF
tar	pravitar
tar	pravitF
tar	saMtar
tar	saMtF
tar	anusaMtar
tar	anusaMtF
tar	aBisaMtar
tar	aBisaMtF
tark	anutark
tark	nistark
tark	paritark
tark	pratark
tark	sampratark
tark	pratitark
tark	vitark
tark	saMvitark
tark	saMtark
tarj	aBitarj
tarj	samaBitarj
tarj	Atarj
tarj	uttarj
tarj	paritarj
tarj	vitarj
tarj	saMtarj
tard	atitard
tard	atitfd
tard	anutard
tard	anutfd
tard	aBitard
tard	aBitfd
tard	avatard
tard	avatfd
tard	Atard
tard	Atfd
tard	uttard
tard	uttfd
tard	upatard
tard	upatfd
tard	nitard
tard	nitfd
tard	paritard
tard	paritfd
tard	pratard
tard	pratfd
tard	sampratard
tard	sampratfd
tard	vitard
tard	vitfd
tard	saMtard
tard	saMtfd
tarp	atitarp
tarp	atitfp
tarp	anutarp
tarp	anutfp
tarp	apatarp
tarp	apatfp
tarp	aBitarp
tarp	aBitfp
tarp	avatarp
tarp	avatfp
tarp	Atarp
tarp	Atfp
tarp	nitarp
tarp	nitfp
tarp	paritarp
tarp	paritfp
tarp	pratarp
tarp	pratfp
tarp	vitarp
tarp	vitfp
tarp	saMtarp
tarp	saMtfp
tarz	anutarz
tarz	anutfz
tarz	paritarz
tarz	paritfz
tarz	vitarz
tarz	vitfz
tarh	nistarh
tarh	nistfh
tarh	vitarh
tarh	vitfh
tAy	vitAy
tAy	saMtAy
tij	uttij
tij	nitij
tij	pratitij
tij	saMtij
til	pratil
tu	uttu
tu	saMtu
tuj	Atuj
tud	anutud
tud	avatud
tud	Atud
tud	uttud
tud	nitud
tud	anunitud
tud	nistud
tud	paritud
tud	pratud
tud	pratitud
tud	vitud
tud	saMtud
tump	pratump
turv	praturv
tul	Atul
tul	uttul
tul	saMtul
tuS	nituS
tuz	aBituz
tuz	upatuz
tuz	parituz
tuz	pratuz
tuz	sampratuz
tuz	saMtuz
tyaj	aBityaj
tyaj	samaBityaj
tyaj	nityaj
tyaj	nistyaj
tyaj	parityaj
tyaj	saMparityaj
tyaj	vityaj
tyaj	saMtyaj
tyaj	aBisaMtyaj
trap	apatrap
trap	vyapatrap
tras	apatras
tras	avatras
tras	uttras
tras	vyuttras
tras	samuttras
tras	nistras
tras	parAtras
tras	paritras
tras	pratras
tras	vitras
tras	saMtras
tras	aBisaMtras
trA	paritrA
trA	paritrE
trA	saMtrA
trA	saMtrE
truw	uttruw
tvakz	pratvakz
tvar	atitvar
tvar	aBitvar
tvar	paritvar
tvar	pratvar
tvar	saMtvar
tviz	Atviz
tsar	aBitsar
tsar	avatsar
tsar	upatsar
daMS	avadaMS
daMS	AdaMS
daMS	uddaMS
daMS	upadaMS
daMS	nirdaMS
daMS	paridaMS
daMS	vidaMS
daMS	samdaMS
daMS	aBisamdaMS
daMh	atidaMh
daG	atidaG
daG	AdaG
daG	pradaG
daB	aBidaB
daB	AdaB
daB	upadaB
dam	Adam
dam	uddam
dam	pradam
day	avaday
day	viday
dar	anudar
dar	anudF
dar	apadar
dar	apadF
dar	avadar
dar	avadF
dar	vyavadar
dar	vyavadF
dar	Adar
dar	AdF
dar	uddar
dar	uddF
dar	nidar
dar	nidF
dar	nirdar
dar	nirdF
dar	paridar
dar	paridF
dar	pradar
dar	pradF
dar	aBipradar
dar	aBipradF
dar	pratidar
dar	pratidF
dar	vidar
dar	vidF
dar	udvidar
dar	udvidF
dar	pravidar
dar	pravidF
dar	Adar
dar	Adf
dar	atyAdar
dar	atyAdf
dar	pratyAdar
dar	pratyAdf
dar	samAdar
dar	samAdf
darp	atidarp
darp	atidfp
darp	samuddarp
darp	samuddfp
darp	pradarp
darp	pradfp
darB	anudarB
darB	anudfB
darB	pidarB
darB	pidfB
darB	samdarB
darB	samdfB
darS	atidarS
darS	atidfS
darS	aDidarS
darS	aDidfS
darS	anudarS
darS	anudfS
darS	vyapadarS
darS	vyapadfS
darS	aBidarS
darS	aBidfS
darS	avadarS
darS	avadfS
darS	AdarS
darS	AdfS
darS	pratyAdarS
darS	pratyAdfS
darS	vyAdarS
darS	vyAdfS
darS	uddarS
darS	uddfS
darS	aByuddarS
darS	aByuddfS
darS	upadarS
darS	upadfS
darS	samupadarS
darS	samupadfS
darS	nidarS
darS	nidfS
darS	saMnidarS
darS	saMnidfS
darS	parAdarS
darS	parAdfS
darS	paridarS
darS	paridfS
darS	pradarS
darS	pradfS
darS	upapradarS
darS	upapradfS
darS	sampradarS
darS	sampradfS
darS	pratidarS
darS	pratidfS
darS	vidarS
darS	vidfS
darS	aBividarS
darS	aBividfS
darS	samdarS
darS	samdfS
darS	anusamdarS
darS	anusamdfS
darh	uddarh
darh	uddfh
darh	anUddarh
darh	anUddfh
dal	avadal
dal	uddal
dal	nirdal
dal	vidal
dal	samdal
daSasy	AdaSasy
daSasy	AdaSasya
daSasy	samdaSasy
daSasy	samdaSasya
das	apadas
das	upadas
das	anUpadas
das	pradas
das	vidas
das	samdas
dah	atidah
dah	anudah
dah	apadah
dah	apidah
dah	aBidah
dah	avadah
dah	Adah
dah	aByAdah
dah	upadah
dah	nidah
dah	nirdah
dah	anunirdah
dah	vinirdah
dah	paridah
dah	saMparidah
dah	pradah
dah	sampradah
dah	pratidah
dah	vidah
dah	samdah
dah	vyatisamdah
dah	anusamdah
dA	atidA
dA	anudA
dA	aBidA
dA	avadA
dA	aByavadA
dA	AdA
dA	anvAdA
dA	apAdA
dA	aByAdA
dA	samaByAdA
dA	udAdA
dA	upAdA
dA	aByupAdA
dA	samupAdA
dA	paryAdA
dA	prAdA
dA	pratyAdA
dA	vyAdA
dA	apavyAdA
dA	aBivyAdA
dA	samAdA
dA	uddA
dA	upadA
dA	nidA
dA	pariRidA
dA	praRidA
dA	nirdA
dA	parAdA
dA	paridA
dA	pradA
dA	atipradA
dA	anupradA
dA	upapradA
dA	pratipradA
dA	sampradA
dA	pratidA
dA	vidA
dA	samdA
dA	apidA
dA	niravadA
dA	paryavadA
dA	pratyavadA
dA	vyavadA
dA	samavadA
dA	pariRIdA
dAS	atidAS
dAS	vidAS
dAs	aBidAs
div	atidiv
div	aDidiv
div	aBidiv
div	Adiv
div	pradiv
div	pratidiv
div	vidiv
div	paridiv
diS	atidiS
diS	aDidiS
diS	anudiS
diS	samanudiS
diS	apadiS
diS	vyapadiS
diS	aBidiS
diS	avadiS
diS	samavadiS
diS	AdiS
diS	anvAdiS
diS	aByAdiS
diS	upAdiS
diS	nirAdiS
diS	pratyAdiS
diS	vyAdiS
diS	samAdiS
diS	pratisamAdiS
diS	uddiS
diS	aByuddiS
diS	samuddiS
diS	upadiS
diS	pratyupadiS
diS	samupadiS
diS	nidiS
diS	nirdiS
diS	aBinirdiS
diS	pratinirdiS
diS	vinirdiS
diS	parAdiS
diS	paridiS
diS	pradiS
diS	aBipradiS
diS	sampradiS
diS	pratidiS
diS	samdiS
diS	anusamdiS
diS	pratisamdiS
dih	anudih
dih	aBidih
dih	avadih
dih	Adih
dih	uddih
dih	upadih
dih	nidih
dih	pariRidih
dih	nirdih
dih	paridih
dih	pradih
dih	samdih
dih	aBisamdih
dI	nirdI
dI	paridI
dI	upadI
dIkz	aBidIkz
dIkz	upadIkz
dIkz	samdIkz
dIDi	anudIDi
dIDi	anudIDI
dIDi	aBidIDi
dIDi	aBidIDI
dIDi	avadIDi
dIDi	avadIDI
dIDi	AdIDi
dIDi	AdIDI
dIDi	anvAdIDi
dIDi	anvAdIDI
dIDi	uddIDi
dIDi	uddIDI
dIDi	nidIDi
dIDi	nidIDI
dIDi	pradIDi
dIDi	pradIDI
dIDi	pratidIDi
dIDi	pratidIDI
dIDi	vidIDi
dIDi	vidIDI
dIp	atidIp
dIp	aBidIp
dIp	avadIp
dIp	AdIp
dIp	upAdIp
dIp	vyAdIp
dIp	uddIp
dIp	pratyuddIp
dIp	samuddIp
dIp	upadIp
dIp	paridIp
dIp	pradIp
dIp	sampradIp
dIp	pratidIp
dIp	vidIp
dIp	samdIp
du	aBidu
du	Adu
du	paridu
du	pradu
du	vidu
durmanAy	paridurmanAy
durmanAy	paridurmanAya
duz	anuduz
duz	aBiduz
duz	upaduz
duz	praduz
duz	vipraduz
duz	sampraduz
duz	viduz
duz	samduz
duh	aBiduh
duh	avaduh
duh	aByavaduh
duh	Aduh
duh	upaduh
duh	nirduh
duh	praduh
duh	viduh
duh	pratiduh
duh	samduh
dUzay	aBidUzay
dUzay	aBidUzaya
dUzay	upadUzay
dUzay	upadUzaya
dUzay	pradUzay
dUzay	pradUzaya
dUzay	aBipradUzay
dUzay	aBipradUzaya
dUzay	pratipradUzay
dUzay	pratipradUzaya
dUzay	vidUzay
dUzay	vidUzaya
dUzay	samdUzay
dUzay	samdUzaya
dyu	pradyu
dyut	aBidyut
dyut	avadyut
dyut	Adyut
dyut	uddyut
dyut	samuddyut
dyut	nirdyut
dyut	pradyut
dyut	sampradyut
dyut	vidyut
dyut	saMvidyut
dyut	samdyut
dyut	vyaBidyut
drA	apadrA
drA	aBidrA
drA	vidrA
drA	avadrA
drA	nidrA
drA	pariRidrA
drAq	uddrAq
dru	acCadru
dru	atidru
dru	aDidru
dru	anudru
dru	samanudru
dru	apadru
dru	aBidru
dru	samaBidru
dru	vyavadru
dru	samavadru
dru	Adru
dru	anvAdru
dru	aByAdru
dru	udAdru
dru	paryAdru
dru	prAdru
dru	saMprAdru
dru	pratyAdru
dru	samAdru
dru	uddru
dru	anUddru
dru	aByuddru
dru	upadru
dru	opadru
dru	pratyupadru
dru	samupadru
